Date,AAPL,NVDA,AMD
2014-09-15,22.45499610900879,0.4506816864013672,3.9100000858306885
2014-09-16,22.28486442565918,0.4573725759983063,3.809999942779541
2014-09-17,22.443954467773438,0.4576115906238556,3.819999933242798
2014-09-18,22.490352630615234,0.464541494846344,3.880000114440918
2014-09-19,22.306961059570312,0.45593878626823425,3.809999942779541
2014-09-22,22.329059600830078,0.4513986110687256,3.759999990463257
2014-09-23,22.67815589904785,0.44948679208755493,3.690000057220459
2014-09-24,22.481515884399414,0.452115535736084,3.700000047683716
2014-09-25,21.624229431152344,0.4423181116580963,3.630000114440918
2014-09-26,22.26056480407715,0.4432738423347473,3.5999999046325684
2014-09-29,22.119152069091797,0.4425570070743561,3.549999952316284
2014-09-30,22.26056480407715,0.4408842921257019,3.4100000858306885
2014-10-01,21.91366958618164,0.4365829527378082,3.3499999046325684
2014-10-02,22.07275390625,0.4346712529659271,3.390000104904175
2014-10-03,22.010894775390625,0.4356270432472229,3.4000000953674316
2014-10-06,22.010894775390625,0.43299850821495056,3.359999895095825
2014-10-07,21.818668365478516,0.42845824360847473,3.2799999713897705
2014-10-08,22.271610260009766,0.43634405732154846,3.2799999713897705
2014-10-09,22.32021713256836,0.42798030376434326,2.950000047683716
2014-10-10,22.256145477294922,0.402650386095047,2.7200000286102295
2014-10-13,22.05286979675293,0.40121662616729736,2.740000009536743
2014-10-14,21.818668365478516,0.41053617000579834,2.619999885559082
2014-10-15,21.551319122314453,0.41674914956092834,2.609999895095825
2014-10-16,21.268510818481445,0.4169881343841553,2.640000104904175
2014-10-17,21.580041885375977,0.4162711799144745,2.7200000286102295
2014-10-20,22.041824340820312,0.41985565423965454,2.6700000762939453
2014-10-21,22.640594482421875,0.4377777576446533,2.7699999809265137
2014-10-22,22.755483627319336,0.42750245332717896,2.640000104904175
2014-10-23,23.16203498840332,0.4370608627796173,2.690000057220459
2014-10-24,23.248205184936523,0.4416011571884155,2.680000066757202
2014-10-27,23.223899841308594,0.4418400824069977,2.6600000858306885
2014-10-28,23.584041595458984,0.45235446095466614,2.7200000286102295
2014-10-29,23.716609954833984,0.44948679208755493,2.7699999809265137
2014-10-30,23.63707733154297,0.44661927223205566,2.75
2014-10-31,23.8624324798584,0.4669311046600342,2.799999952316284
2014-11-03,24.171764373779297,0.47481679916381836,2.869999885559082
2014-11-04,23.995004653930664,0.48102977871894836,2.8299999237060547
2014-11-05,24.052453994750977,0.48102977871894836,2.799999952316284
2014-11-06,24.12124252319336,0.4831804931163788,2.759999990463257
2014-11-07,24.190040588378906,0.47290509939193726,2.7799999713897705
2014-11-10,24.15009307861328,0.4784012734889984,2.759999990463257
2014-11-11,24.343149185180664,0.4726661443710327,2.7300000190734863
2014-11-12,24.68710708618164,0.4695596992969513,2.7100000381469727
2014-11-13,25.035507202148438,0.46717002987861633,2.6600000858306885
2014-11-14,25.337297439575195,0.47290509939193726,2.609999895095825
2014-11-17,25.295135498046875,0.4707544445991516,2.6700000762939453
2014-11-18,25.623554229736328,0.4819856882095337,2.6500000953674316
2014-11-19,25.446022033691406,0.48018598556518555,2.630000114440918
2014-11-20,25.80995750427246,0.48810476064682007,2.690000057220459
2014-11-21,25.845462799072266,0.4907447099685669,2.7699999809265137
2014-11-24,26.324771881103516,0.4938645362854004,2.8299999237060547
2014-11-25,26.096216201782227,0.4936242699623108,2.8299999237060547
2014-11-26,26.406888961791992,0.5020235180854797,2.8399999141693115
2014-11-28,26.391355514526367,0.503223180770874,2.7899999618530273
2014-12-01,25.534791946411133,0.4938645362854004,2.6700000762939453
2014-12-02,25.43714714050293,0.4945843815803528,2.680000066757202
2014-12-03,25.725629806518555,0.5073028802871704,2.740000009536743
2014-12-04,25.627986907958984,0.5027430057525635,2.690000057220459
2014-12-05,25.519250869750977,0.5056228637695312,2.6600000858306885
2014-12-08,24.94230079650879,0.49914371967315674,2.5799999237060547
2014-12-09,25.323976516723633,0.497464120388031,2.5899999141693115
2014-12-10,24.842437744140625,0.48642513155937195,2.4800000190734863
2014-12-11,24.76921844482422,0.4861851930618286,2.490000009536743
2014-12-12,24.349815368652344,0.471066951751709,2.5199999809265137
2014-12-15,24.016950607299805,0.4696270823478699,2.4700000286102295
2014-12-16,23.688528060913086,0.46434760093688965,2.5
2014-12-17,24.2788028717041,0.4833054840564728,2.549999952316284
2014-12-18,24.99777603149414,0.4852254390716553,2.549999952316284
2014-12-19,24.80471420288086,0.4900246560573578,2.569999933242798
2014-12-22,25.062137603759766,0.4986639618873596,2.6600000858306885
2014-12-23,24.97336196899414,0.4955442249774933,2.6700000762939453
2014-12-24,24.855758666992188,0.4936242699623108,2.6500000953674316
2014-12-26,25.295135498046875,0.49410420656204224,2.6500000953674316
2014-12-29,25.277376174926758,0.4933842420578003,2.6600000858306885
2014-12-30,24.96892547607422,0.4888249635696411,2.630000114440918
2014-12-31,24.494049072265625,0.4811457693576813,2.6700000762939453
2015-01-02,24.261043548583984,0.48306554555892944,2.6700000762939453
2015-01-05,23.577573776245117,0.47490647435188293,2.6600000858306885
2015-01-06,23.579792022705078,0.4605081379413605,2.630000114440918
2015-01-07,23.910438537597656,0.4593081772327423,2.5799999237060547
2015-01-08,24.829126358032227,0.476586252450943,2.609999895095825
2015-01-09,24.855758666992188,0.4785059988498688,2.630000114440918
2015-01-12,24.243295669555664,0.47250673174858093,2.630000114440918
2015-01-13,24.458545684814453,0.47178688645362854,2.6600000858306885
2015-01-14,24.365337371826172,0.47370660305023193,2.630000114440918
2015-01-15,23.704063415527344,0.47034698724746704,2.5199999809265137
